relative_path,label,label_name,source_dataset,source_id,source_class,source_url,sample_rate,license,ood_reason
no_mosquito/esc50_crickets_3-129338-A-13.wav,0,no_mosquito,ESC-50,3-129338-A-13.wav,crickets,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/3-129338-A-13.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_crickets_4-163697-A-13.wav,0,no_mosquito,ESC-50,4-163697-A-13.wav,crickets,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/4-163697-A-13.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_crickets_5-204352-A-13.wav,0,no_mosquito,ESC-50,5-204352-A-13.wav,crickets,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/5-204352-A-13.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_engine_1-18527-A-44.wav,0,no_mosquito,ESC-50,1-18527-A-44.wav,engine,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/1-18527-A-44.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_engine_2-106014-A-44.wav,0,no_mosquito,ESC-50,2-106014-A-44.wav,engine,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/2-106014-A-44.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_engine_3-115382-A-44.wav,0,no_mosquito,ESC-50,3-115382-A-44.wav,engine,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/3-115382-A-44.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_engine_4-171652-A-44.wav,0,no_mosquito,ESC-50,4-171652-A-44.wav,engine,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/4-171652-A-44.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_engine_5-209992-A-44.wav,0,no_mosquito,ESC-50,5-209992-A-44.wav,engine,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/5-209992-A-44.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_insects_1-17585-A-7.wav,0,no_mosquito,ESC-50,1-17585-A-7.wav,insects,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/1-17585-A-7.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_insects_2-160128-A-7.wav,0,no_mosquito,ESC-50,2-160128-A-7.wav,insects,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/2-160128-A-7.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_insects_3-104761-A-7.wav,0,no_mosquito,ESC-50,3-104761-A-7.wav,insects,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/3-104761-A-7.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_insects_4-130891-A-7.wav,0,no_mosquito,ESC-50,4-130891-A-7.wav,insects,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/4-130891-A-7.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_insects_5-194932-A-7.wav,0,no_mosquito,ESC-50,5-194932-A-7.wav,insects,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/5-194932-A-7.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_laughing_1-1791-A-26.wav,0,no_mosquito,ESC-50,1-1791-A-26.wav,laughing,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/1-1791-A-26.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_laughing_2-109759-A-26.wav,0,no_mosquito,ESC-50,2-109759-A-26.wav,laughing,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/2-109759-A-26.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_laughing_3-107123-A-26.wav,0,no_mosquito,ESC-50,3-107123-A-26.wav,laughing,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/3-107123-A-26.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_laughing_4-132803-A-26.wav,0,no_mosquito,ESC-50,4-132803-A-26.wav,laughing,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/4-132803-A-26.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_laughing_5-171118-A-26.wav,0,no_mosquito,ESC-50,5-171118-A-26.wav,laughing,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/5-171118-A-26.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_train_1-119125-A-45.wav,0,no_mosquito,ESC-50,1-119125-A-45.wav,train,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/1-119125-A-45.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_train_2-122066-A-45.wav,0,no_mosquito,ESC-50,2-122066-A-45.wav,train,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/2-122066-A-45.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_train_3-135650-A-45.wav,0,no_mosquito,ESC-50,3-135650-A-45.wav,train,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/3-135650-A-45.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_train_4-165606-A-45.wav,0,no_mosquito,ESC-50,4-165606-A-45.wav,train,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/4-165606-A-45.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_train_5-188796-A-45.wav,0,no_mosquito,ESC-50,5-188796-A-45.wav,train,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/5-188796-A-45.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_wind_1-137296-A-16.wav,0,no_mosquito,ESC-50,1-137296-A-16.wav,wind,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/1-137296-A-16.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_wind_2-104952-A-16.wav,0,no_mosquito,ESC-50,2-104952-A-16.wav,wind,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/2-104952-A-16.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_wind_3-117504-A-16.wav,0,no_mosquito,ESC-50,3-117504-A-16.wav,wind,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/3-117504-A-16.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_wind_4-144083-A-16.wav,0,no_mosquito,ESC-50,4-144083-A-16.wav,wind,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/4-144083-A-16.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
no_mosquito/esc50_wind_5-117773-A-16.wav,0,no_mosquito,ESC-50,5-117773-A-16.wav,wind,https://raw.githubusercontent.com/karolpiczak/ESC-50/master/audio/5-117773-A-16.wav,44100,CC BY-NC,external environmental recording; realistic false-alarm probe
mosquito/mosquitosound_aedes_aegypti_151749.wav,1,mosquito,MosquitoSound (Wingbeats),151749,Aedes_aegypti,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_aedes_aegypti_15307.wav,1,mosquito,MosquitoSound (Wingbeats),15307,Aedes_aegypti,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_aedes_aegypti_169879.wav,1,mosquito,MosquitoSound (Wingbeats),169879,Aedes_aegypti,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_aedes_aegypti_2260.wav,1,mosquito,MosquitoSound (Wingbeats),2260,Aedes_aegypti,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_aedes_aegypti_31267.wav,1,mosquito,MosquitoSound (Wingbeats),31267,Aedes_aegypti,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_aedes_albopictus_186692.wav,1,mosquito,MosquitoSound (Wingbeats),186692,Aedes_albopictus,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_aedes_albopictus_188433.wav,1,mosquito,MosquitoSound (Wingbeats),188433,Aedes_albopictus,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_aedes_albopictus_189252.wav,1,mosquito,MosquitoSound (Wingbeats),189252,Aedes_albopictus,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_aedes_albopictus_190753.wav,1,mosquito,MosquitoSound (Wingbeats),190753,Aedes_albopictus,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_aedes_albopictus_49954.wav,1,mosquito,MosquitoSound (Wingbeats),49954,Aedes_albopictus,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_anopheles_arabiensis_197072.wav,1,mosquito,MosquitoSound (Wingbeats),197072,Anopheles_arabiensis,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_anopheles_arabiensis_201683.wav,1,mosquito,MosquitoSound (Wingbeats),201683,Anopheles_arabiensis,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_anopheles_arabiensis_54790.wav,1,mosquito,MosquitoSound (Wingbeats),54790,Anopheles_arabiensis,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_anopheles_arabiensis_56087.wav,1,mosquito,MosquitoSound (Wingbeats),56087,Anopheles_arabiensis,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_anopheles_arabiensis_58646.wav,1,mosquito,MosquitoSound (Wingbeats),58646,Anopheles_arabiensis,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_anopheles_gambiae_203071.wav,1,mosquito,MosquitoSound (Wingbeats),203071,Anopheles_gambiae,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_anopheles_gambiae_209472.wav,1,mosquito,MosquitoSound (Wingbeats),209472,Anopheles_gambiae,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_anopheles_gambiae_214822.wav,1,mosquito,MosquitoSound (Wingbeats),214822,Anopheles_gambiae,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_anopheles_gambiae_218444.wav,1,mosquito,MosquitoSound (Wingbeats),218444,Anopheles_gambiae,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_anopheles_gambiae_68377.wav,1,mosquito,MosquitoSound (Wingbeats),68377,Anopheles_gambiae,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_culex_pipiens_237819.wav,1,mosquito,MosquitoSound (Wingbeats),237819,Culex_pipiens,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_culex_pipiens_91718.wav,1,mosquito,MosquitoSound (Wingbeats),91718,Culex_pipiens,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_culex_pipiens_92055.wav,1,mosquito,MosquitoSound (Wingbeats),92055,Culex_pipiens,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_culex_pipiens_94157.wav,1,mosquito,MosquitoSound (Wingbeats),94157,Culex_pipiens,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_culex_pipiens_95725.wav,1,mosquito,MosquitoSound (Wingbeats),95725,Culex_pipiens,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_culex_quinquefasciatus_103438.wav,1,mosquito,MosquitoSound (Wingbeats),103438,Culex_quinquefasciatus,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_culex_quinquefasciatus_135879.wav,1,mosquito,MosquitoSound (Wingbeats),135879,Culex_quinquefasciatus,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_culex_quinquefasciatus_137230.wav,1,mosquito,MosquitoSound (Wingbeats),137230,Culex_quinquefasciatus,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_culex_quinquefasciatus_254436.wav,1,mosquito,MosquitoSound (Wingbeats),254436,Culex_quinquefasciatus,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
mosquito/mosquitosound_culex_quinquefasciatus_266904.wav,1,mosquito,MosquitoSound (Wingbeats),266904,Culex_quinquefasciatus,https://huggingface.co/datasets/monster-monash/MosquitoSound,6000,Public Domain,infrared optical sensor; 6 kHz; different dataset
